gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.905	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.018	0.038	0.0	0.0	0.008	0.004	0.005	0.027	0.0	0.025
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.042	0.0	0.006
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.009	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.202	0.198	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.043	0.046	0.0	0.003
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.0	0.227	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.012	0.001	0.0	0.0	0.0	0.139	0.009	0.01	0.0	0.003
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.018	0.0	0.01	0.003	0.0	0.011	0.019	0.103	0.0	0.0	0.39	0.0	0.0	0.0	0.017	0.004	0.0	0.025	0.0	0.0	0.0	0.0
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.363	0.056	1.777	0.012	0.073	0.0	0.028	0.039	1.22	0.113	0.0	0.458	0.253	1.716	0.0	0.045	0.009	0.947	0.277	0.256	1.343	0.282
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.017	0.102	0.077	0.011	0.097	0.0	0.0	0.038	0.0	0.163	0.0	0.075	0.093	2.918	0.001	0.044	0.018	0.077	0.12	0.368	0.02	0.148
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.0	0.043	0.0	0.086	0.027	0.377	0.048	0.189	0.0	0.0	0.0	0.002	0.002	0.0	0.156	0.036	0.055	0.0	0.003	0.012	0.0	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.0	0.043	0.0	0.086	0.027	0.377	0.048	0.189	0.0	0.0	0.0	0.002	0.002	0.0	0.156	0.036	0.055	0.0	0.003	0.012	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.007	0.0	0.001	0.0	0.0	0.025	0.0	0.043	0.0	0.025
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.007	0.0	0.001	0.0	0.0	0.025	0.0	0.043	0.0	0.025
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.547	0.01	0.017	0.003	0.022	0.0	0.0	0.0	0.0	0.149	0.0	0.023	0.099	0.004	0.0	0.007	0.006	0.04	0.192	0.473	0.038	0.213
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.547	0.01	0.017	0.003	0.022	0.0	0.0	0.0	0.0	0.149	0.0	0.023	0.099	0.004	0.0	0.007	0.006	0.04	0.192	0.473	0.038	0.213
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.006	0.0	0.838	0.001	0.011	0.0	0.022	0.0	0.0	0.0	0.0	0.108	0.03	0.004	0.0	0.004	0.0	0.18	0.007	0.0	0.0	0.004
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.0	0.008	0.65	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.025	0.002	0.001	0.007	0.0	0.366	0.016	0.0	0.0	0.019
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	0.004	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.001	0.002	0.001	0.069	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.004	0.02	0.399	0.047	0.017	0.051	0.018	0.0	0.0	0.0	0.0	0.032	0.054	0.26	0.011	0.012	0.014	0.342	0.016	0.092	0.52	0.038
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.004	0.02	0.399	0.047	0.017	0.051	0.018	0.0	0.0	0.0	0.0	0.032	0.054	0.26	0.011	0.012	0.014	0.342	0.016	0.092	0.52	0.038
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	0.004	0.02	0.399	0.047	0.017	0.051	0.018	0.0	0.0	0.0	0.0	0.032	0.054	0.26	0.011	0.012	0.014	0.342	0.016	0.092	0.52	0.038
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.306	0.004	0.267	0.36	0.087	0.283	0.035	0.392	0.0	0.147	0.0	0.009	0.05	0.032	0.373	0.102	0.085	0.288	0.022	0.167	0.355	0.043
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.002	0.006	0.016	0.011	0.014	0.002	0.022	0.012	0.0	0.281	0.0	0.013	0.056	0.457	0.002	0.014	0.013	0.027	0.092	0.548	0.0	0.059
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.0	0.0	0.0	0.001	0.0	0.0	0.015	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.0	0.001	0.0	0.0	0.015	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.0	0.0	0.0	0.001	0.0	0.0	0.015	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSTN	P61366	False	OSTN_HUMAN		CPI-SS05F0AFA81	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.461	0.0	0.0	0.011	0.016	0.0	0.0	0.0	0.0	0.02	0.184	0.0	0.002
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.003	0.028	0.0	0.029	0.007	0.056	0.0	0.027	0.0	0.0	0.0	0.003	0.022	0.002	0.095	0.015	0.015	0.0	0.025	0.021	0.017	0.004
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.003	0.028	0.0	0.029	0.007	0.056	0.0	0.027	0.0	0.0	0.0	0.003	0.022	0.002	0.095	0.015	0.015	0.0	0.025	0.021	0.017	0.004
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.0	0.003	0.001	0.002	0.002	0.015	0.027	0.0	0.0	0.0	0.695	0.0	0.0	0.0	0.058	0.022	0.036	0.0	0.0	0.0	0.0	0.0
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.0	0.003	0.001	0.002	0.002	0.015	0.027	0.0	0.0	0.0	0.695	0.0	0.0	0.0	0.058	0.022	0.036	0.0	0.0	0.0	0.0	0.0
MCHR1	Q99705	False	MCHR1_HUMAN		CPI-SS0362EFFDE	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS056AA08CF	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.001	0.0	0.0	0.0	0.0	0.0
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.738	2.959	3.719	1.781	1.684	2.61	1.876	1.452	3.333	2.633	3.456	4.237	3.608	0.244	2.415	2.268	1.262	3.751	3.672	2.4	4.045	4.087
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.0	0.0	0.017	0.0	0.004	0.0	0.016	0.0	0.0	0.0	0.0	0.014	0.047	0.001	0.0	0.003	0.001	0.17	0.004	0.05	0.097	0.019
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.0	0.018	0.0	0.002	0.023	0.061	0.082	0.0	0.0	0.0	0.0	0.0	0.007	0.003	0.049	0.008	0.049	0.0	0.003	0.283	0.0	0.002
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.0	0.018	0.0	0.002	0.023	0.061	0.082	0.0	0.0	0.0	0.0	0.0	0.007	0.003	0.049	0.008	0.049	0.0	0.003	0.283	0.0	0.002
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.213	0.064	0.233	0.156	0.042	0.33	0.137	0.157	0.194	0.0	0.107	0.068	0.099	0.012	0.181	0.062	0.084	0.192	0.068	0.072	0.103	0.064
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0288E42FB	0.0	0.244	0.0	0.036	0.046	0.291	0.333	0.02	0.0	0.0	0.0	0.056	0.137	0.037	0.702	0.304	0.54	0.0	0.024	0.006	0.0	0.017
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0C7915758	0.0	0.244	0.0	0.036	0.046	0.291	0.333	0.02	0.0	0.0	0.0	0.056	0.137	0.037	0.702	0.304	0.54	0.0	0.024	0.006	0.0	0.017
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0D2539AEB	0.015	0.107	0.041	0.049	0.038	0.192	0.027	0.228	0.0	0.0	0.515	0.036	0.096	0.01	0.152	0.068	0.095	0.038	0.145	0.141	0.017	0.066
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.001	0.0	0.002	0.0	0.0	0.0	0.016	0.003	0.0	0.0	0.0	0.002	0.0	0.063	0.0	0.0	0.0	0.0	0.005	0.004	0.0	0.012
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.0	0.005	0.0	0.052	0.004	0.049	0.104	0.061	0.0	0.0	0.0	0.003	0.002	0.003	0.07	0.009	0.01	0.0	0.001	0.0	0.0	0.0
INHBE	P58166	False	INHBE_HUMAN		CPI-SS099C401F7	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.0	0.008	0.008	0.001	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.011	0.022	0.0	0.002	0.0	0.095	0.003	0.057	0.052	0.006
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.133	0.18	0.004	1.704	0.476	1.837	0.529	0.792	0.0	0.092	0.147	0.042	0.163	0.052	1.89	0.946	0.586	0.009	0.144	0.434	0.123	0.155
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.044	0.018	0.045	0.03	0.023	0.029	0.075	0.04	0.0	0.757	0.0	0.004	0.044	0.011	0.082	0.02	0.012	0.064	0.012	0.029	0.0	0.002
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.044	0.018	0.045	0.03	0.023	0.029	0.075	0.04	0.0	0.757	0.0	0.004	0.044	0.011	0.082	0.02	0.012	0.064	0.012	0.029	0.0	0.002
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.01	0.006	0.004	0.087	0.008	0.005	0.0	0.695	0.0	0.0	0.0	0.005	0.048	0.002	0.029	0.007	0.013	0.0	0.04	0.087	0.721	0.072
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.01	0.006	0.004	0.087	0.008	0.005	0.0	0.695	0.0	0.0	0.0	0.005	0.048	0.002	0.029	0.007	0.013	0.0	0.04	0.087	0.721	0.072
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.01	0.006	0.004	0.087	0.008	0.005	0.0	0.695	0.0	0.0	0.0	0.005	0.048	0.002	0.029	0.007	0.013	0.0	0.04	0.087	0.721	0.072
NTS	P30990	False	NEUT_HUMAN		CPI-SS083319328	0.0	0.155	0.006	0.195	0.116	0.576	0.69	0.172	0.0	0.0	0.0	0.04	0.133	0.033	0.989	0.634	0.079	0.0	0.037	0.002	0.0	0.026
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.246	0.0	0.018	0.002	0.004	0.0	0.026	0.0	0.0	0.0	0.0	0.004	0.02	0.103	0.002	0.003	0.0	0.022	0.072	0.225	0.023	0.094
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.013	0.038	0.016	0.035	0.125	0.016	0.225	0.071	0.0	1.527	0.0	0.029	0.062	2.023	0.095	0.074	0.171	0.038	0.16	1.797	0.107	0.129
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.0	0.006	0.0	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.0	0.0	0.001	0.0	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLURP1	P55000	False	SLUR1_HUMAN		CPI-SS08833E2DA	0.0	0.016	0.0	0.014	0.007	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.003	0.218	0.085	0.514	0.0	0.003	0.0	0.0	0.003
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.018	0.02	0.258	0.031	0.016	0.019	0.021	0.011	0.0	0.0	0.0	0.092	0.025	0.005	0.04	0.015	0.004	0.574	0.027	0.004	0.0	0.026
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	2.136	0.088	0.69	0.002	0.069	0.0	0.0	0.0	0.212	0.155	0.712	0.582	0.437	0.491	0.001	0.02	0.006	1.894	0.127	0.032	1.132	0.798
LEPR	P48357	False	LEPR_HUMAN		CPI-SS066FE05CA	0.003	0.0	0.004	0.01	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.005	0.0	0.0	0.01	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	0.0	0.019	0.0	0.375	0.112	0.186	0.07	2.667	0.0	0.0	0.0	0.0	0.017	0.007	0.183	0.113	0.15	0.0	0.005	0.001	0.02	0.008
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.0	0.019	0.0	0.375	0.112	0.186	0.07	2.667	0.0	0.0	0.0	0.0	0.017	0.007	0.183	0.113	0.15	0.0	0.005	0.001	0.02	0.008
XCL1	P47992	False	XCL1_HUMAN		CPI-SS0B6643F31	0.0	0.007	0.749	0.0	0.009	0.0	0.019	0.0	0.0	0.0	0.0	0.284	0.015	0.003	0.002	0.005	0.0	0.22	0.028	0.0	0.0	0.006
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.0	0.016	0.655	0.0	0.003	0.0	0.012	0.0	0.0	0.0	0.0	0.201	0.046	0.003	0.001	0.003	0.0	0.146	0.016	0.0	0.0	0.004
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0BDA7A63E	0.003	0.004	0.011	0.01	0.001	0.026	0.027	0.091	0.0	0.0	0.0	0.0	0.007	0.002	0.107	0.031	0.076	0.007	0.007	0.0	0.0	0.0
NPB	Q8NG41	False	NPB_HUMAN		CPI-SS0D5E1C3D2	0.0	0.007	0.002	0.016	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.01	0.0	0.013	0.0	0.0	0.005	0.0	0.003
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.0	0.239	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.001	0.001	0.0	0.004	0.0	0.098	0.001	0.001	0.0	0.004
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.0	0.005	0.004	0.197	0.019	0.062	0.215	0.016	0.0	0.0	0.0	0.0	0.014	0.003	0.177	0.044	0.01	0.0	0.0	0.0	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.004	0.0	0.001	0.081	0.015	0.003	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.018	0.001	0.008	0.0	0.0	0.009	0.0	0.021
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	0.003	0.005	0.026	0.094	0.008	0.079	0.0	0.066	0.0	0.0	0.0	0.0	0.003	0.0	0.031	0.013	0.018	0.018	0.004	0.01	0.018	0.001
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.362	0.298	0.852	0.486	0.213	0.812	1.172	0.4	0.602	0.991	0.708	0.234	0.384	0.103	1.043	0.629	0.256	0.655	0.39	0.493	1.357	0.347
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	0.002	0.0	0.002	0.007	0.001	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.029	0.005	0.049	0.0	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.005	0.026	0.011	0.24	0.037	0.492	0.194	0.736	0.0	0.0	0.0	0.003	0.051	0.006	0.49	0.159	0.1	0.007	0.003	0.001	0.098	0.011
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.0	0.0	0.0	0.037	0.014	0.006	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.006	0.009	0.0	0.003	0.0	0.0	0.0	0.0	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.004	0.0	0.358	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.042	0.03	0.002	0.0	0.004	0.001	0.505	0.008	0.003	0.095	0.003
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.01	0.0	0.002	0.0	0.003	0.022	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.005	0.008	0.019	0.0	0.0	0.0	0.0
KISS1R	Q969F8	False	KISSR_HUMAN		CPI-SS0F856A80F	0.003	0.0	0.017	0.0	0.0	0.001	0.024	0.002	0.0	0.0	0.0	0.009	0.0	0.001	0.001	0.002	0.004	0.018	0.0	0.0	0.0	0.004
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.006	0.003	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.092	0.001	0.0	0.0	0.0	0.0	0.029	0.008	0.0	0.087
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.038	0.027	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.952	0.0	0.009	0.087	0.002	0.001	0.006	0.0	0.0	0.26	0.54	0.719	0.14
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS00ABEE10B	0.217	0.0	0.101	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.018	0.038	0.002	0.004	0.0	0.108	0.081	0.077	0.116	0.041
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS08EDE5442	0.217	0.0	0.101	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.018	0.038	0.002	0.004	0.0	0.108	0.081	0.077	0.116	0.041
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.001	0.012	0.022	0.015	0.002	0.025	0.0	0.0	0.0	0.352	0.0	0.003	0.013	0.004	0.028	0.006	0.009	0.027	0.028	0.084	0.0	0.038
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.009	0.017	0.057	0.009	0.005	0.014	0.011	0.045	0.0	0.0	0.0	0.015	0.017	0.002	0.051	0.004	0.003	0.016	0.011	0.0	0.023	0.025
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.0	0.001	0.001	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.006	0.0	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA6	Q9UF33	False	EPHA6_HUMAN		CPI-SS08C78576B	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.017	0.017	0.07	0.024	0.037	0.3	0.079	0.057	0.535	0.0	0.366	0.023	0.073	0.005	0.243	0.108	0.131	0.199	0.006	0.054	0.052	0.018
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.009	0.004	0.019	0.107	0.018	0.101	0.04	0.211	0.199	0.0	0.148	0.002	0.032	0.002	0.086	0.025	0.05	0.026	0.008	0.038	0.035	0.003
