gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
PTH2R	P49190	False	PTH2R_HUMAN		CPI-SS012B216F6	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.044	0.0	0.137	0.184	0.037	0.073	0.033	0.112	0.968	0.0	0.0	0.015	0.055	0.013	0.14	0.018	0.028	0.011	0.0	0.033	0.0	0.006
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0C1F25516	0.02	0.002	0.027	0.129	0.109	1.097	0.689	0.002	0.0	0.0	0.0	0.018	0.177	0.001	1.307	0.864	1.611	0.011	0.029	0.007	0.0	0.014
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.061	0.09	0.033	0.0	0.038	0.004	0.073	0.074	0.0	1.139	0.0	0.081	0.015	1.979	0.01	0.047	0.01	0.062	0.126	1.042	0.005	0.093
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.0	0.0	0.019	0.004	0.0	0.005	0.0	0.0	0.192	0.324	0.0	0.083
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.035	0.0	0.044	0.001	0.024	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.018	1.035	0.002	0.017	0.0	0.027	0.011	0.422	0.1	0.026
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.035	0.0	0.044	0.001	0.024	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.018	1.035	0.002	0.017	0.0	0.027	0.011	0.422	0.1	0.026
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.035	0.0	0.044	0.001	0.024	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.018	1.035	0.002	0.017	0.0	0.027	0.011	0.422	0.1	0.026
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.0	0.0	0.0	0.001	0.008	0.0	0.016	0.0	0.0	0.207	0.0	0.0	0.037	0.003	0.001	0.013	0.004	0.013	0.239	0.42	0.0	0.094
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS01AD399A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0186F8AED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0BCCDFA7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.068	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.01	0.001	0.0	0.0	0.044	0.022	0.008	0.0	0.041
HRH1	P35367	False	HRH1_HUMAN		CPI-SS0DC2A6D35	0.001	0.0	0.0	0.008	0.002	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.024	0.0	0.11	0.0	0.011	0.045	0.0	0.0
CD58	P19256	False	LFA3_HUMAN		CPI-SS00B1BEE64	0.158	0.0	0.491	0.169	0.066	0.266	0.065	0.031	0.333	0.299	0.0	0.093	0.216	0.612	0.201	0.099	0.09	0.348	0.11	0.436	0.111	0.095
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0B537DD3F	0.013	0.0	0.015	0.032	0.02	0.042	0.208	0.006	0.0	0.178	0.0	0.018	0.026	0.169	0.176	0.043	0.926	0.046	0.008	0.008	0.0	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0AC66088D	0.099	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.012	0.029	0.0	0.042
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.0	0.002	0.0	0.006	0.002	0.026	0.0	0.0	0.0	0.101	0.0	0.0	0.008	0.001	0.006	0.005	0.0	0.0	0.138	0.022	0.0	0.06
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.003	0.0	0.0	0.002	0.0	0.03	0.0	0.0	0.0	0.0	0.256	0.0	0.028	0.001	0.017	0.008	0.007	0.0	0.0	0.004	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.028	0.009	0.276	0.004	0.003	0.001	0.0	0.0	0.14	0.157	0.0	0.013	0.073	0.375	0.009	0.007	0.003	0.18	0.044	0.1	0.0	0.024
CSF3	P09919	False	CSF3_HUMAN		CPI-SS05BE83BC6	0.001	0.0	0.002	0.022	0.011	0.025	0.079	0.003	0.0	0.0	0.465	0.0	0.01	0.001	0.076	0.016	0.01	0.0	0.0	0.024	0.006	0.012
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.0	0.0	0.0	0.016	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.016	0.007	0.004	0.0	0.0	0.0	0.0	0.0
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.751	0.0	0.005	0.008	0.009	0.0	0.0	0.0	1.136	0.077	0.0	0.009	0.157	0.21	0.002	0.006	0.002	0.016	0.027	0.057	0.019	0.128
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.038	0.0	0.004
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.117	0.126	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.108	0.046	0.0	0.001
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.005	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.007	0.008	0.001	0.0	0.0	0.018	0.014	0.006	0.0	0.002
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.013	0.0	0.044	0.008	0.0	0.0	0.056	0.076	0.0	0.0	0.093	0.0	0.024	0.0	0.011	0.0	0.004	0.006	0.0	0.0	0.0	0.0
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.508	0.0	1.399	0.002	0.047	0.016	0.039	0.0	2.226	0.536	0.0	0.277	0.39	2.179	0.01	0.07	0.006	0.79	0.279	0.458	0.333	0.337
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.104	0.097	0.063	0.004	0.021	0.0	0.086	0.0	0.0	0.412	0.0	0.079	0.058	2.436	0.007	0.044	0.017	0.061	0.068	0.369	0.073	0.133
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.0	0.0	0.0	0.104	0.034	0.319	0.02	0.275	0.0	0.0	0.0	0.0	0.04	0.001	0.179	0.027	0.022	0.004	0.0	0.034	0.0	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.0	0.0	0.0	0.104	0.034	0.319	0.02	0.275	0.0	0.0	0.0	0.0	0.04	0.001	0.179	0.027	0.022	0.004	0.0	0.034	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.043	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.011	0.042	0.069	0.0	0.065
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.043	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.011	0.042	0.069	0.0	0.065
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.28	0.0	0.005	0.003	0.016	0.0	0.034	0.0	0.0	0.048	0.0	0.009	0.049	0.002	0.0	0.007	0.011	0.004	0.292	0.289	0.085	0.192
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.28	0.0	0.005	0.003	0.016	0.0	0.034	0.0	0.0	0.048	0.0	0.009	0.049	0.002	0.0	0.007	0.011	0.004	0.292	0.289	0.085	0.192
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	0.0	0.0	1.284	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.226	0.001	0.0	0.0	0.002	0.028	0.004	0.002	0.0	0.01
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	0.001	0.042	0.676	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.089	0.001	0.0	0.003	0.0	0.035	0.005	0.0	0.0	0.0
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	0.0	0.0	0.171	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.011	0.0	0.001	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.011	0.0	0.569	0.055	0.021	0.006	0.0	0.0	0.135	0.105	0.0	0.05	0.185	0.257	0.003	0.003	0.013	0.398	0.03	0.165	0.06	0.031
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.011	0.0	0.569	0.055	0.021	0.006	0.0	0.0	0.135	0.105	0.0	0.05	0.185	0.257	0.003	0.003	0.013	0.398	0.03	0.165	0.06	0.031
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	0.011	0.0	0.569	0.055	0.021	0.006	0.0	0.0	0.135	0.105	0.0	0.05	0.185	0.257	0.003	0.003	0.013	0.398	0.03	0.165	0.06	0.031
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.148	0.072	0.339	0.366	0.118	0.333	0.069	0.378	0.0	0.092	0.145	0.033	0.142	0.047	0.396	0.094	0.052	0.276	0.068	0.236	0.183	0.027
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.025	0.0	0.012	0.005	0.04	0.002	0.0	0.0	0.0	0.652	0.0	0.0	0.01	0.692	0.002	0.029	0.005	0.028	0.17	0.706	0.007	0.068
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.074	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.074	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.074	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0
OSTN	P61366	False	OSTN_HUMAN		CPI-SS05F0AFA81	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.0	0.003	0.0	0.008	0.0	0.017	0.0	0.0	0.201	0.0	0.0	0.0	0.008	0.0	0.008	0.003	0.0	0.048	0.195	0.0	0.007
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.0	0.046	0.0	0.024	0.006	0.069	0.017	0.045	0.0	0.0	0.0	0.0	0.007	0.01	0.093	0.021	0.02	0.0	0.037	0.028	0.0	0.014
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.0	0.046	0.0	0.024	0.006	0.069	0.017	0.045	0.0	0.0	0.0	0.0	0.007	0.01	0.093	0.021	0.02	0.0	0.037	0.028	0.0	0.014
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.0	0.0	0.0	0.005	0.004	0.057	0.019	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.083	0.024	0.001	0.0	0.016	0.0	0.0	0.0
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.0	0.0	0.0	0.005	0.004	0.057	0.019	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.083	0.024	0.001	0.0	0.016	0.0	0.0	0.0
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS056AA08CF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	3.817	2.41	3.589	1.606	1.421	2.753	2.167	0.906	3.252	1.465	2.466	4.031	3.197	0.275	2.601	2.172	0.873	3.68	3.129	2.239	3.208	3.717
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.002	0.0	0.039	0.0	0.007	0.0	0.01	0.0	0.318	0.0	0.0	0.009	0.046	0.003	0.001	0.001	0.004	0.515	0.0	0.057	0.049	0.079
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.011	0.0	0.001	0.007	0.023	0.071	0.01	0.0	0.0	0.0	0.729	0.0	0.0	0.002	0.015	0.027	0.005	0.0	0.013	0.478	0.033	0.002
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.011	0.0	0.001	0.007	0.023	0.071	0.01	0.0	0.0	0.0	0.729	0.0	0.0	0.002	0.015	0.027	0.005	0.0	0.013	0.478	0.033	0.002
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.145	0.044	0.374	0.15	0.075	0.303	0.017	0.109	0.675	0.101	0.092	0.092	0.258	0.03	0.17	0.053	0.045	0.253	0.072	0.112	0.096	0.055
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0288E42FB	0.003	0.201	0.0	0.04	0.051	0.515	0.306	0.106	0.0	0.0	0.0	0.0	0.134	0.018	0.754	0.268	0.467	0.001	0.0	0.015	0.0	0.002
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0C7915758	0.003	0.201	0.0	0.04	0.051	0.515	0.306	0.106	0.0	0.0	0.0	0.0	0.134	0.018	0.754	0.268	0.467	0.001	0.0	0.015	0.0	0.002
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0D2539AEB	0.049	0.0	0.037	0.059	0.016	0.277	0.053	0.067	0.328	0.145	0.438	0.057	0.109	0.098	0.151	0.052	0.155	0.061	0.289	0.243	0.034	0.04
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.034	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.076	0.0	0.003	0.0	0.0	0.027	0.009	0.121	0.016
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.002	0.0	0.001	0.052	0.021	0.039	0.024	0.018	0.0	0.0	0.0	0.0	0.022	0.001	0.081	0.025	0.015	0.0	0.0	0.0	0.0	0.009
INHBE	P58166	False	INHBE_HUMAN		CPI-SS099C401F7	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.041	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.02	0.01	0.018	0.0	0.0	0.0	0.151	0.012	0.081	0.028	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.115	0.503	0.051	1.779	0.698	1.967	0.633	0.093	0.267	0.321	0.0	0.109	0.239	0.023	1.85	0.915	0.303	0.035	0.288	0.493	0.127	0.183
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.056	0.0	0.072	0.034	0.009	0.035	0.069	0.057	0.0	0.0	0.0	0.013	0.022	0.01	0.069	0.019	0.012	0.044	0.02	0.047	0.039	0.006
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.056	0.0	0.072	0.034	0.009	0.035	0.069	0.057	0.0	0.0	0.0	0.013	0.022	0.01	0.069	0.019	0.012	0.044	0.02	0.047	0.039	0.006
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.003	0.0	0.007	0.069	0.014	0.058	0.063	0.468	0.0	0.092	0.232	0.0	0.022	0.0	0.02	0.006	0.004	0.02	0.053	0.086	0.252	0.046
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.003	0.0	0.007	0.069	0.014	0.058	0.063	0.468	0.0	0.092	0.232	0.0	0.022	0.0	0.02	0.006	0.004	0.02	0.053	0.086	0.252	0.046
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.003	0.0	0.007	0.069	0.014	0.058	0.063	0.468	0.0	0.092	0.232	0.0	0.022	0.0	0.02	0.006	0.004	0.02	0.053	0.086	0.252	0.046
NTS	P30990	False	NEUT_HUMAN		CPI-SS083319328	0.006	0.341	0.006	0.08	0.141	0.662	0.693	0.0	0.0	0.0	0.0	0.009	0.25	0.003	1.011	0.684	0.023	0.0	0.0	0.001	0.03	0.0
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.153	0.0	0.046	0.003	0.011	0.0	0.0	0.0	0.167	0.261	0.0	0.0	0.024	0.16	0.006	0.008	0.006	0.012	0.072	0.247	0.0	0.045
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.087	0.041	0.027	0.012	0.077	0.008	0.253	0.101	0.272	1.355	0.191	0.062	0.091	1.79	0.105	0.094	0.095	0.1	0.436	1.987	0.215	0.226
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.025	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SLURP1	P55000	False	SLUR1_HUMAN		CPI-SS08833E2DA	0.0	0.0	0.0	0.001	0.014	0.047	0.014	0.002	0.0	0.0	0.0	0.0	0.021	0.001	0.068	0.077	0.814	0.0	0.0	0.001	0.0	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.048	0.045	0.269	0.032	0.014	0.01	0.02	0.037	0.0	0.0	0.0	0.084	0.054	0.004	0.029	0.006	0.0	0.38	0.01	0.013	0.009	0.031
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	1.725	0.0	0.813	0.026	0.037	0.0	0.016	0.0	0.101	0.164	0.0	0.652	0.624	0.599	0.002	0.023	0.0	1.819	0.038	0.048	0.326	0.831
LEPR	P48357	False	LEPR_HUMAN		CPI-SS066FE05CA	0.002	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.006	0.014	0.0	0.006	0.018	0.0	0.015	0.009	0.014
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	0.015	0.0	0.0	0.22	0.143	0.06	0.055	2.076	0.0	0.0	0.303	0.0	0.022	0.0	0.071	0.081	0.032	0.0	0.0	0.0	0.0	0.006
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.015	0.0	0.0	0.22	0.143	0.06	0.055	2.076	0.0	0.0	0.303	0.0	0.022	0.0	0.071	0.081	0.032	0.0	0.0	0.0	0.0	0.006
XCL1	P47992	False	XCL1_HUMAN		CPI-SS0B6643F31	0.0	0.0	0.548	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.043	0.001	0.0	0.001	0.0	0.02	0.0	0.0	0.0	0.0
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.0	0.0	0.423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.062	0.002	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0BDA7A63E	0.008	0.052	0.001	0.007	0.011	0.116	0.025	0.011	0.0	0.0	0.463	0.024	0.003	0.001	0.084	0.028	0.057	0.003	0.0	0.001	0.019	0.0
NPB	Q8NG41	False	NPB_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.01	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.008	0.016	0.0	0.0	0.002	0.0	0.0
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.0	0.147	0.0	0.003	0.0	0.011	0.0	0.172	0.0	0.0	0.02	0.002	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.0	0.049	0.0	0.159	0.051	0.112	0.239	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.2	0.049	0.0	0.0	0.0	0.002	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.0	0.0	0.0	0.033	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.013	0.006	0.013	0.0	0.0	0.003	0.0	0.02
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	0.008	0.0	0.026	0.103	0.033	0.068	0.011	0.084	0.0	0.0	0.0	0.0	0.008	0.002	0.047	0.014	0.01	0.015	0.0	0.003	0.0	0.006
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.752	0.729	0.798	0.543	0.239	0.771	1.029	0.391	1.506	0.729	0.402	0.408	0.579	0.164	1.055	0.531	0.14	0.767	0.604	0.612	0.892	0.298
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.003	0.0	0.004	0.006	0.012	0.001	0.059	0.103	0.0	0.164	0.0	0.0	0.019	0.197	0.03	0.006	0.066	0.01	0.017	0.071	0.0	0.003
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS062307CFE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS09000F32A	0.0	0.052	0.0	0.018	0.0	0.015	0.05	0.0	0.0	0.0	0.0	0.0	0.025	0.001	0.069	0.014	0.027	0.0	0.0	0.002	0.0	0.0
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	0.0	0.052	0.0	0.018	0.0	0.015	0.05	0.0	0.0	0.0	0.0	0.0	0.025	0.001	0.069	0.014	0.027	0.0	0.0	0.002	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.002	0.0	0.01	0.298	0.1	0.72	0.229	0.457	0.0	0.098	0.062	0.018	0.109	0.003	0.511	0.185	0.057	0.002	0.045	0.003	0.023	0.023
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	0.002	0.0	0.01	0.298	0.1	0.72	0.229	0.457	0.0	0.098	0.062	0.018	0.109	0.003	0.511	0.185	0.057	0.002	0.045	0.003	0.023	0.023
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.004	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.0	0.0	0.341	0.0	0.002	0.0	0.017	0.0	0.0	0.0	0.0	0.029	0.029	0.0	0.0	0.0	0.0	0.372	0.0	0.0	0.028	0.0
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.002	0.007	0.001	0.0	0.0	0.0
KISS1R	Q969F8	False	KISSR_HUMAN		CPI-SS0F856A80F	0.003	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.003	0.007	0.002	0.0	0.0	0.0	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.016	0.0	0.0	0.009
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.008	0.0	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.576	0.0	0.0	0.032	0.011	0.005	0.015	0.004	0.005	0.512	0.784	0.157	0.137
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS00ABEE10B	0.046	0.0	0.064	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.021	0.001	0.003	0.0	0.065	0.039	0.058	0.036	0.042
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS08EDE5442	0.046	0.0	0.064	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.021	0.001	0.003	0.0	0.065	0.039	0.058	0.036	0.042
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.0	0.0	0.029	0.012	0.013	0.018	0.0	0.0	0.13	0.099	0.0	0.0	0.026	0.003	0.018	0.0	0.009	0.014	0.017	0.092	0.0	0.019
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
