gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.013	0.045	0.118	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.134	0.052	0.01	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.0	1.973	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.687	0.0	0.0	0.0	0.016
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.0	1.108	0.001	0.0	0.0	0.0	0.0	0.0	1.183	0.0	0.001	0.0	0.0	0.143	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.057	0.008	0.953	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.235	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.057	0.008	0.953	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.235	0.0	0.0	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.057	0.008	0.953	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.235	0.0	0.0	0.0	0.0
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.487	0.0	0.0	0.0	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.0	0.0	0.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.024	0.0	0.018	0.0	0.0	0.128	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.024	0.0	0.018	0.0	0.0	0.128	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.024	0.0	0.018	0.0	0.0	0.128	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	4.048	3.067	4.312	4.727	3.935	4.089	3.743	4.0	3.448	3.458	3.461	4.016	4.25	3.731	4.314	4.044	3.964	3.083	3.416
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	0.124	0.132	0.185	0.419	0.076	0.084	0.1	0.404	0.793	0.0	0.046	0.346	0.134	0.05	0.066	0.0	1.37	0.569	0.382
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.968	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.305	1.481	0.174
CSF2RB	P32927	True	IL3RB_HUMAN	IL3 receptor	CPI-CS03037FE90	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.968	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.305	1.481	0.174
CSF2RB	P32927	True	IL3RB_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.968	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.305	1.481	0.174
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.0	0.0	0.0	0.042	0.025	0.0	0.0	0.0	1.811	0.0	0.0	0.016	0.025	0.041	0.039	3.648	0.523	0.0	0.201
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.0	0.073	0.0	0.103	0.025	0.111	0.106	0.0	0.678	0.0	0.041	0.304	0.117	0.238	0.2	0.0	0.21	0.0	0.044
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.0	0.073	0.0	0.103	0.025	0.111	0.106	0.0	0.678	0.0	0.041	0.304	0.117	0.238	0.2	0.0	0.21	0.0	0.044
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.0	0.073	0.0	0.103	0.025	0.111	0.106	0.0	0.678	0.0	0.041	0.304	0.117	0.238	0.2	0.0	0.21	0.0	0.044
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS04C628758	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0A6AB5149	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0F6472748	0.0	0.02	0.029	0.076	0.0	0.026	0.055	0.0	0.0	0.0	0.069	0.143	0.049	0.082	0.072	0.0	0.177	0.0	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.589	0.0	0.0	0.003	0.0	0.067	0.088	0.0	0.104	0.0	0.044
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.589	0.0	0.0	0.003	0.0	0.067	0.088	0.0	0.104	0.0	0.044
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.589	0.0	0.0	0.003	0.0	0.067	0.088	0.0	0.104	0.0	0.044
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.368	0.0	0.532	0.0	0.0	0.0	0.0	0.0	0.793	0.0	0.0	0.001	0.0	0.003	0.358	0.0	0.555	0.667	0.201
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.179	0.08	0.087	0.243	0.078	0.122	0.036	0.15	0.0	0.0	0.152	0.27	0.064	0.126	0.068	0.0	0.399	0.667	0.0
IL10RB	Q08334	True	I10R2_HUMAN	IL22 receptor	CPI-CS0A8A0A053	0.179	0.08	0.087	0.243	0.078	0.122	0.036	0.15	0.0	0.0	0.152	0.27	0.064	0.126	0.068	0.0	0.399	0.667	0.0
IL10RB	Q08334	True	I10R2_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.179	0.08	0.087	0.243	0.078	0.122	0.036	0.15	0.0	0.0	0.152	0.27	0.064	0.126	0.068	0.0	0.399	0.667	0.0
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.179	0.08	0.087	0.243	0.078	0.122	0.036	0.15	0.0	0.0	0.152	0.27	0.064	0.126	0.068	0.0	0.399	0.667	0.0
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.0	0.017	0.029	0.034	0.002	0.0	0.0	0.0	0.0	0.0	0.101	0.028	0.0	0.002	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.134	0.149	0.069	0.38	0.123	0.141	0.881	0.0	0.38	0.0	0.008	0.646	0.156	0.174	0.075	0.0	0.371	1.028	0.097
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.134	0.149	0.069	0.38	0.123	0.141	0.881	0.0	0.38	0.0	0.008	0.646	0.156	0.174	0.075	0.0	0.371	1.028	0.097
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.134	0.149	0.069	0.38	0.123	0.141	0.881	0.0	0.38	0.0	0.008	0.646	0.156	0.174	0.075	0.0	0.371	1.028	0.097
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.134	0.149	0.069	0.38	0.123	0.141	0.881	0.0	0.38	0.0	0.008	0.646	0.156	0.174	0.075	0.0	0.371	1.028	0.097
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.134	0.149	0.069	0.38	0.123	0.141	0.881	0.0	0.38	0.0	0.008	0.646	0.156	0.174	0.075	0.0	0.371	1.028	0.097
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.087	0.082	0.0	0.354	0.068	0.082	0.492	0.0	0.273	0.0	0.031	0.288	0.163	0.171	0.0	0.0	0.294	0.0	0.038
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.087	0.082	0.0	0.354	0.068	0.082	0.492	0.0	0.273	0.0	0.031	0.288	0.163	0.171	0.0	0.0	0.294	0.0	0.038
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.213	0.022	0.074	0.076	0.028	0.034	0.0	0.588	0.407	0.0	0.108	0.259	0.052	0.177	0.214	0.0	0.351	0.0	0.034
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.213	0.022	0.074	0.076	0.028	0.034	0.0	0.588	0.407	0.0	0.108	0.259	0.052	0.177	0.214	0.0	0.351	0.0	0.034
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.213	0.022	0.074	0.076	0.028	0.034	0.0	0.588	0.407	0.0	0.108	0.259	0.052	0.177	0.214	0.0	0.351	0.0	0.034
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.048	0.008	0.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.252	0.0	0.0	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.048	0.008	0.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.252	0.0	0.0	0.0	0.0
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.048	0.008	0.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.252	0.0	0.0	0.0	0.0
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.512	0.0	0.955	0.029	0.003	0.0	0.0	0.16	0.399	0.0	0.0	0.037	0.017	0.014	0.888	0.0	0.118	0.0	0.493
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AB	CPI-CS045D41398	0.159	0.0	0.134	0.141	0.016	0.061	0.065	0.16	0.0	0.0	0.0	0.088	0.021	0.048	0.237	0.0	0.254	0.0	0.169
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.159	0.0	0.134	0.141	0.016	0.061	0.065	0.16	0.0	0.0	0.0	0.088	0.021	0.048	0.237	0.0	0.254	0.0	0.169
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.159	0.0	0.134	0.141	0.016	0.061	0.065	0.16	0.0	0.0	0.0	0.088	0.021	0.048	0.237	0.0	0.254	0.0	0.169
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.159	0.0	0.134	0.141	0.016	0.061	0.065	0.16	0.0	0.0	0.0	0.088	0.021	0.048	0.237	0.0	0.254	0.0	0.169
IL17RB	Q9NRM6	True	I17RB_HUMAN	IL17 receptor AB	CPI-CS045D41398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.575	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.05	0.0	0.148	0.016	0.0	0.382	0.0	0.0	0.0	0.0	0.17	0.099	0.078	0.0	0.0	0.043	0.0	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.05	0.0	0.148	0.016	0.0	0.382	0.0	0.0	0.0	0.0	0.17	0.099	0.078	0.0	0.0	0.043	0.0	0.0
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.0	0.0	0.066	0.019	0.0	0.145	0.0	0.0	0.0	0.0	0.06	0.034	0.008	0.0	0.0	0.0	0.0	0.0
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.042	0.0	0.443	0.096	0.0	0.02	0.0	0.0	0.0	0.068	0.208	0.053	0.016	0.0	0.0	0.034	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.042	0.0	0.443	0.096	0.0	0.02	0.0	0.0	0.0	0.068	0.208	0.053	0.016	0.0	0.0	0.034	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0645666B0	0.0	0.042	0.0	0.443	0.096	0.0	0.02	0.0	0.0	0.0	0.068	0.208	0.053	0.016	0.0	0.0	0.034	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.0	0.042	0.0	0.443	0.096	0.0	0.02	0.0	0.0	0.0	0.068	0.208	0.053	0.016	0.0	0.0	0.034	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.126	0.0	0.025	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.245	0.06	0.032	0.027	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.126	0.0	0.025	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.245	0.06	0.032	0.027	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0645666B0	0.0	0.126	0.0	0.025	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.245	0.06	0.032	0.027	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.126	0.0	0.025	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.245	0.06	0.032	0.027	0.0	0.0	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.126	0.0	0.025	0.014	0.029	0.0	0.0	0.0	0.0	0.0	0.245	0.06	0.032	0.027	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL22 receptor	CPI-CS0A8A0A053	0.0	0.0	0.0	0.023	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.066	0.017	0.05	0.048	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.01	0.039	0.0	0.0	0.361	0.0
IL3RA	P26951	True	IL3RA_HUMAN	IL3 receptor	CPI-CS03037FE90	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.437	0.126	0.0	0.0	0.019	0.0	0.004	0.0	0.0	0.107	1.658	0.053
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.493	0.0	0.0	0.0	0.004	0.0	0.099	0.0	0.0	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS04C628758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.013	0.014	0.029	0.0	0.0	0.058	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0A6AB5149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.013	0.014	0.029	0.0	0.0	0.058	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.013	0.014	0.029	0.0	0.0	0.058	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.013	0.014	0.029	0.0	0.0	0.058	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0F6472748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.013	0.014	0.029	0.0	0.0	0.058	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.0	0.0	0.121	0.019	0.0	0.0	0.0	1.071	0.0	0.0	0.0	0.031	0.0	0.003	0.167	0.0	0.0	1.028	0.0
